,,3 ,3 ,3 ,3 ,3 ,3 ,3 ,12 ,12 ,12 ,12 ,12 ,12 ,12 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,16 ,16 ,16 ,16 ,16 ,16 ,16 ,13 ,13 ,13 ,13 ,13 ,13 ,13 ,19 ,19 ,19 ,19 ,19 ,19 ,19 ,21 ,21 ,21 ,21 ,21 ,21 ,21 ,24 ,24 ,24 ,24 ,24 ,24 ,24 ,23 ,23 ,23 ,23 ,23 ,23 ,23 ,22 ,22 ,22 ,22 ,22 ,22 ,22 ,18 ,18 ,18 ,18 ,18 ,18 ,18 ,17 ,17 ,17 ,17 ,17 ,17 ,17 ,20 ,20 ,20 ,20 ,20 ,20 ,20 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,9 ,9 ,9 ,9 ,9 ,9 ,9 ,11 ,11 ,11 ,11 ,11 ,11 ,11 ,4 ,4 ,4 ,4 ,4 ,4 ,4 
Date,Screened,3.stocked,3.restocked,3.morts,3.setters,3.expected,3.actual,3.density,12.stocked,12.restocked,12.morts,12.setters,12.expected,12.actual,12.density,8.stocked,8.restocked,8.morts,8.setters,8.expected,8.actual,8.density,10.stocked,10.restocked,10.morts,10.setters,10.expected,10.actual,10.density,5.stocked,5.restocked,5.morts,5.setters,5.expected,5.actual,5.density,7.stocked,7.restocked,7.morts,7.setters,7.expected,7.actual,7.density,16.stocked,16.restocked,16.morts,16.setters,16.expected,16.actual,16.density,13.stocked,13.restocked,13.morts,13.setters,13.expected,13.actual,13.density,19.stocked,19.restocked,19.morts,19.setters,19.expected,19.actual,19.density,21.stocked,21.restocked,21.morts,21.setters,21.expected,21.actual,21.density,24.stocked,24.restocked,24.morts,24.setters,24.expected,24.actual,24.density,23.stocked,23.restocked,23.morts,23.setters,23.expected,23.actual,23.density,22.stocked,22.restocked,22.morts,22.setters,22.expected,22.actual,22.density,18.stocked,18.restocked,18.morts,18.setters,18.expected,18.actual,18.density,17.stocked,17.restocked,17.morts,17.setters,17.expected,17.actual,17.density,20.stocked,20.restocked,20.morts,20.setters,20.expected,20.actual,20.density,1.stocked,1.restocked,1.morts,1.setters,1.expected,1.actual,1.density,9.stocked,9.restocked,9.morts,9.setters,9.expected,9.actual,9.density,11.stocked,11.restocked,11.morts,11.setters,11.expected,11.actual,11.density,4.stocked,4.restocked,4.morts,4.setters,4.expected,4.actual,4.density
6/30/17,N,0 ,0 ,0 ,0 ,,0 ,2803 ,0 ,0 ,0 ,0 ,,0 ,82 ,0 ,0 ,0 ,0 ,,0 ,1790 ,0 ,0 ,0 ,0 ,,0 ,31000 ,0 ,0 ,0 ,0 ,,0 ,1597 ,0 ,0 ,0 ,0 ,,0 ,25300 ,0 ,0 ,0 ,0 ,,0 ,18160 ,0 ,0 ,0 ,0 ,,0 ,2240 ,0 ,0 ,0 ,0 ,,0 ,85517 ,0 ,0 ,0 ,0 ,,0 ,41687 ,0 ,0 ,0 ,0 ,,0 ,19117 ,0 ,0 ,0 ,0 ,,0 ,44167 ,0 ,0 ,0 ,0 ,,0 ,7233 ,0 ,0 ,0 ,0 ,,0 ,3625 ,0 ,0 ,0 ,0 ,,0 ,45667 ,0 ,0 ,0 ,0 ,,0 ,19700 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/1/17,N,0 ,0 ,0 ,0 ,,0 ,2803 ,0 ,0 ,0 ,0 ,,0 ,82 ,0 ,0 ,0 ,0 ,,0 ,1790 ,0 ,0 ,0 ,0 ,,0 ,31000 ,0 ,0 ,0 ,0 ,,0 ,1597 ,0 ,0 ,0 ,0 ,,0 ,25300 ,0 ,0 ,0 ,0 ,,0 ,18160 ,0 ,0 ,0 ,0 ,,0 ,2240 ,1650 ,0 ,0 ,0 ,,0 ,87167 ,0 ,0 ,0 ,0 ,,0 ,41687 ,0 ,0 ,0 ,0 ,,0 ,19117 ,0 ,0 ,0 ,0 ,,0 ,44167 ,0 ,0 ,0 ,0 ,,0 ,7233 ,0 ,0 ,0 ,0 ,,0 ,3625 ,0 ,0 ,0 ,0 ,,0 ,45667 ,0 ,0 ,0 ,0 ,,0 ,19700 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/2/17,N,0 ,0 ,0 ,0 ,,0 ,2803 ,0 ,0 ,0 ,0 ,,0 ,82 ,0 ,0 ,0 ,0 ,,0 ,1790 ,0 ,0 ,0 ,0 ,,0 ,31000 ,0 ,0 ,0 ,0 ,,0 ,1597 ,0 ,0 ,0 ,0 ,,0 ,25300 ,0 ,0 ,0 ,0 ,,0 ,18160 ,0 ,0 ,0 ,0 ,,0 ,2240 ,0 ,0 ,0 ,0 ,,0 ,87167 ,0 ,0 ,0 ,0 ,,0 ,41687 ,0 ,0 ,0 ,0 ,,0 ,19117 ,0 ,0 ,0 ,0 ,,0 ,44167 ,0 ,0 ,0 ,0 ,,0 ,7233 ,0 ,0 ,0 ,0 ,,0 ,3625 ,0 ,0 ,0 ,0 ,,0 ,45667 ,0 ,0 ,0 ,0 ,,0 ,19700 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/3/17,Y,0 ,1210 ,0 ,0 ,2803 ,1210 ,1210 ,41958 ,96 ,0 ,2 ,82 ,98 ,42054 ,0 ,860 ,0 ,58 ,1790 ,918 ,860 ,0 ,26280 ,100 ,1517 ,31000 ,27797 ,26280 ,0 ,269 ,51 ,3 ,1597 ,272 ,269 ,0 ,3100 ,747 ,51 ,25300 ,3151 ,3100 ,0 ,2714 ,0 ,0 ,18160 ,2714 ,2714 ,0 ,373 ,498 ,322 ,2240 ,696 ,373 ,0 ,73500 ,93 ,242 ,87167 ,73742 ,73500 ,0 ,34935 ,93 ,770 ,41687 ,35705 ,34935 ,0 ,5333 ,0 ,333 ,19117 ,5667 ,5333 ,0 ,14660 ,733 ,6290 ,44167 ,20950 ,14660 ,0 ,4858 ,90 ,688 ,7233 ,5546 ,4858 ,0 ,3058 ,0 ,61 ,3625 ,3119 ,3058 ,0 ,24993 ,0 ,3160 ,45667 ,28153 ,24993 ,0 ,15025 ,0 ,1400 ,19700 ,16425 ,15025 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
7/4/17,N,0 ,0 ,0 ,0 ,,0 ,1210 ,0 ,0 ,0 ,0 ,,0 ,42054 ,0 ,0 ,0 ,0 ,,0 ,860 ,0 ,0 ,0 ,0 ,,0 ,26280 ,0 ,0 ,0 ,0 ,,0 ,269 ,0 ,0 ,0 ,0 ,,0 ,3100 ,0 ,0 ,0 ,0 ,,0 ,2714 ,0 ,0 ,0 ,0 ,,0 ,373 ,0 ,0 ,0 ,0 ,,0 ,73500 ,0 ,0 ,0 ,0 ,,0 ,34935 ,0 ,0 ,0 ,0 ,,0 ,5333 ,0 ,0 ,0 ,0 ,,0 ,14660 ,0 ,0 ,0 ,0 ,,0 ,4858 ,0 ,0 ,0 ,0 ,,0 ,3058 ,0 ,0 ,0 ,0 ,,0 ,24993 ,0 ,0 ,0 ,0 ,,0 ,15025 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/5/17,N,0 ,0 ,0 ,0 ,,0 ,1210 ,0 ,0 ,0 ,0 ,,0 ,42054 ,0 ,0 ,0 ,0 ,,0 ,860 ,0 ,0 ,0 ,0 ,,0 ,26280 ,0 ,0 ,0 ,0 ,,0 ,269 ,0 ,0 ,0 ,0 ,,0 ,3100 ,0 ,0 ,0 ,0 ,,0 ,2714 ,0 ,0 ,0 ,0 ,,0 ,373 ,0 ,0 ,0 ,0 ,,0 ,73500 ,0 ,0 ,0 ,0 ,,0 ,34935 ,0 ,0 ,0 ,0 ,,0 ,5333 ,0 ,0 ,0 ,0 ,,0 ,14660 ,0 ,0 ,0 ,0 ,,0 ,4858 ,0 ,0 ,0 ,0 ,,0 ,3058 ,0 ,0 ,0 ,0 ,,0 ,24993 ,0 ,0 ,0 ,0 ,,0 ,15025 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/6/17,Y,0 ,425 ,0 ,41 ,1210 ,466 ,425 ,0 ,26511 ,0 ,13 ,42054 ,26524 ,26511 ,0 ,175 ,0 ,25 ,860 ,200 ,175 ,0 ,17683 ,0 ,2900 ,26280 ,20583 ,17683 ,200000 ,28 ,0 ,8 ,269 ,36 ,200028 ,0 ,926 ,0 ,59 ,3100 ,985 ,926 ,0 ,1216 ,0 ,29 ,2714 ,1245 ,1216 ,0 ,327 ,33 ,36 ,373 ,363 ,327 ,0 ,76680 ,92 ,625 ,73500 ,77305 ,76680 ,0 ,26427 ,0 ,2083 ,34935 ,28510 ,26427 ,0 ,3119 ,0 ,550 ,5333 ,3669 ,3119 ,0 ,18900 ,0 ,1235 ,14660 ,20135 ,18900 ,0 ,3187 ,38 ,333 ,4858 ,3520 ,3187 ,0 ,1417 ,0 ,133 ,3058 ,1550 ,1417 ,0 ,12310 ,4320 ,650 ,24993 ,12960 ,12310 ,0 ,6034 ,32 ,1127 ,15025 ,7161 ,6034 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
7/7/17,N,0 ,0 ,0 ,0 ,,0 ,425 ,0 ,0 ,0 ,0 ,,0 ,26511 ,0 ,0 ,0 ,0 ,,0 ,175 ,0 ,0 ,0 ,0 ,,0 ,17683 ,0 ,0 ,0 ,0 ,,0 ,200028 ,0 ,0 ,0 ,0 ,,0 ,926 ,0 ,0 ,0 ,0 ,,0 ,1216 ,0 ,0 ,0 ,0 ,,0 ,327 ,0 ,0 ,0 ,0 ,,0 ,76680 ,0 ,0 ,0 ,0 ,,0 ,26427 ,0 ,0 ,0 ,0 ,,0 ,3119 ,0 ,0 ,0 ,0 ,,0 ,18900 ,0 ,0 ,0 ,0 ,,0 ,3187 ,0 ,0 ,0 ,0 ,,0 ,1417 ,0 ,0 ,0 ,0 ,,0 ,12310 ,0 ,0 ,0 ,0 ,,0 ,6034 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/8/17,N,0 ,0 ,0 ,0 ,,0 ,425 ,0 ,0 ,0 ,0 ,,0 ,26511 ,0 ,0 ,0 ,0 ,,0 ,175 ,0 ,0 ,0 ,0 ,,0 ,17683 ,0 ,0 ,0 ,0 ,,0 ,200028 ,0 ,0 ,0 ,0 ,,0 ,926 ,0 ,0 ,0 ,0 ,,0 ,1216 ,0 ,0 ,0 ,0 ,,0 ,327 ,0 ,0 ,0 ,0 ,,0 ,76680 ,0 ,0 ,0 ,0 ,,0 ,26427 ,0 ,0 ,0 ,0 ,,0 ,3119 ,0 ,0 ,0 ,0 ,,0 ,18900 ,0 ,0 ,0 ,0 ,,0 ,3187 ,0 ,0 ,0 ,0 ,,0 ,1417 ,0 ,0 ,0 ,0 ,,0 ,12310 ,0 ,0 ,0 ,0 ,,0 ,6034 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/9/17,N,0 ,0 ,0 ,0 ,,0 ,425 ,0 ,0 ,0 ,0 ,,0 ,26511 ,0 ,0 ,0 ,0 ,,0 ,175 ,0 ,0 ,0 ,0 ,,0 ,17683 ,0 ,0 ,0 ,0 ,,0 ,200028 ,0 ,0 ,0 ,0 ,,0 ,926 ,0 ,0 ,0 ,0 ,,0 ,1216 ,0 ,0 ,0 ,0 ,,0 ,327 ,0 ,0 ,0 ,0 ,,0 ,76680 ,0 ,0 ,0 ,0 ,,0 ,26427 ,0 ,0 ,0 ,0 ,,0 ,3119 ,0 ,0 ,0 ,0 ,,0 ,18900 ,0 ,0 ,0 ,0 ,,0 ,3187 ,0 ,0 ,0 ,0 ,,0 ,1417 ,0 ,0 ,0 ,0 ,,0 ,12310 ,0 ,0 ,0 ,0 ,,0 ,6034 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/10/17,Y,0 ,128 ,0 ,28 ,425 ,156 ,128 ,0 ,15447 ,0 ,9 ,26511 ,15456 ,15447 ,0 ,13 ,0 ,7 ,175 ,20 ,13 ,0 ,11607 ,0 ,2521 ,17683 ,14128 ,11607 ,0 ,73184 ,1063 ,11 ,200028 ,73195 ,73184 ,0 ,263 ,0 ,61 ,926 ,324 ,263 ,0 ,406 ,0 ,85 ,1216 ,491 ,406 ,0 ,27 ,0 ,12 ,327 ,39 ,27 ,0 ,49167 ,0 ,933 ,76680 ,50100 ,49167 ,0 ,19823 ,150 ,3655 ,26427 ,23478 ,19823 ,0 ,978 ,0 ,1150 ,3119 ,2128 ,978 ,0 ,5750 ,0 ,1733 ,18900 ,7483 ,5750 ,0 ,1368 ,0 ,525 ,3187 ,1893 ,1368 ,0 ,550 ,0 ,93 ,1417 ,643 ,550 ,0 ,7775 ,0 ,194 ,12310 ,7969 ,7775 ,0 ,2278 ,0 ,1000 ,6034 ,3278 ,2278 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
7/11/17,N,0 ,0 ,0 ,0 ,,0 ,128 ,0 ,0 ,0 ,0 ,,0 ,15447 ,0 ,0 ,0 ,0 ,,0 ,13 ,0 ,0 ,0 ,0 ,,0 ,11607 ,0 ,0 ,0 ,0 ,,0 ,73184 ,0 ,0 ,0 ,0 ,,0 ,263 ,0 ,0 ,0 ,0 ,,0 ,406 ,0 ,0 ,0 ,0 ,,0 ,27 ,0 ,0 ,0 ,0 ,,0 ,49167 ,0 ,0 ,0 ,0 ,,0 ,19823 ,0 ,0 ,0 ,0 ,,0 ,978 ,0 ,0 ,0 ,0 ,,0 ,5750 ,0 ,0 ,0 ,0 ,,0 ,1368 ,0 ,0 ,0 ,0 ,,0 ,550 ,0 ,0 ,0 ,0 ,,0 ,7775 ,0 ,0 ,0 ,0 ,,0 ,2278 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/12/17,N,0 ,0 ,0 ,0 ,,0 ,128 ,0 ,0 ,0 ,0 ,,0 ,15447 ,0 ,0 ,0 ,0 ,,0 ,13 ,0 ,0 ,0 ,0 ,,0 ,11607 ,0 ,0 ,0 ,0 ,,0 ,73184 ,0 ,0 ,0 ,0 ,,0 ,263 ,0 ,0 ,0 ,0 ,,0 ,406 ,0 ,0 ,0 ,0 ,,0 ,27 ,0 ,0 ,0 ,0 ,,0 ,49167 ,0 ,0 ,0 ,0 ,,0 ,19823 ,0 ,0 ,0 ,0 ,,0 ,978 ,0 ,0 ,0 ,0 ,,0 ,5750 ,0 ,0 ,0 ,0 ,,0 ,1368 ,0 ,0 ,0 ,0 ,,0 ,550 ,0 ,0 ,0 ,0 ,,0 ,7775 ,0 ,0 ,0 ,0 ,,0 ,2278 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/13/17,Y,0 ,45 ,0 ,1 ,128 ,46 ,45 ,0 ,1500 ,80 ,0 ,15447 ,1500 ,1500 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,0 ,611 ,0 ,93 ,11607 ,704 ,611 ,0 ,45656 ,225 ,0 ,73184 ,45656 ,45656 ,0 ,0 ,0 ,9 ,263 ,9 ,0 ,0 ,160 ,0 ,49 ,406 ,209 ,160 ,0 ,0 ,0 ,0 ,27 ,0 ,0 ,0 ,14290 ,2167 ,75 ,49167 ,14365 ,14290 ,0 ,10033 ,533 ,333 ,19823 ,10367 ,10033 ,0 ,573 ,75 ,113 ,978 ,686 ,573 ,0 ,4575 ,0 ,220 ,5750 ,4795 ,4575 ,0 ,347 ,0 ,25 ,1368 ,372 ,347 ,0 ,293 ,83 ,24 ,550 ,317 ,293 ,0 ,2779 ,0 ,50 ,7775 ,2829 ,2779 ,0 ,373 ,0 ,28 ,2278 ,401 ,373 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
7/14/17,N,0 ,0 ,0 ,0 ,,0 ,45 ,0 ,0 ,0 ,0 ,,0 ,1500 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,611 ,0 ,0 ,0 ,0 ,,0 ,45656 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,160 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,14290 ,0 ,0 ,0 ,0 ,,0 ,10033 ,0 ,0 ,0 ,0 ,,0 ,573 ,0 ,0 ,0 ,0 ,,0 ,4575 ,0 ,0 ,0 ,0 ,,0 ,347 ,0 ,0 ,0 ,0 ,,0 ,293 ,0 ,0 ,0 ,0 ,,0 ,2779 ,0 ,0 ,0 ,0 ,,0 ,373 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/15/17,N,0 ,0 ,0 ,0 ,,0 ,45 ,0 ,0 ,0 ,0 ,,0 ,1500 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,611 ,0 ,0 ,0 ,0 ,,0 ,45656 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,160 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,14290 ,0 ,0 ,0 ,0 ,,0 ,10033 ,0 ,0 ,0 ,0 ,,0 ,573 ,0 ,0 ,0 ,0 ,,0 ,4575 ,0 ,0 ,0 ,0 ,,0 ,347 ,0 ,0 ,0 ,0 ,,0 ,293 ,0 ,0 ,0 ,0 ,,0 ,2779 ,0 ,0 ,0 ,0 ,,0 ,373 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/16/17,N,0 ,0 ,0 ,0 ,,0 ,45 ,0 ,0 ,0 ,0 ,,0 ,1500 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,611 ,0 ,0 ,0 ,0 ,,0 ,45656 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,160 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,14290 ,0 ,0 ,0 ,0 ,,0 ,10033 ,0 ,0 ,0 ,0 ,,0 ,573 ,0 ,0 ,0 ,0 ,,0 ,4575 ,0 ,0 ,0 ,0 ,,0 ,347 ,0 ,0 ,0 ,0 ,,0 ,293 ,0 ,0 ,0 ,0 ,,0 ,2779 ,0 ,0 ,0 ,0 ,,0 ,373 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/17/17,Y,0 ,86 ,29 ,28 ,45 ,114 ,86 ,0 ,722 ,0 ,0 ,1500 ,722 ,722 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,379 ,0 ,111 ,611 ,490 ,379 ,0 ,37090 ,53 ,10 ,45656 ,37100 ,37090 ,0 ,37 ,0 ,1 ,0 ,38 ,37 ,0 ,58 ,0 ,28 ,160 ,86 ,58 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3190 ,0 ,61 ,14290 ,3251 ,3190 ,0 ,4551 ,0 ,520 ,10033 ,5071 ,4551 ,0 ,250 ,226 ,100 ,573 ,350 ,250 ,0 ,956 ,105 ,78 ,4575 ,1033 ,956 ,0 ,28 ,0 ,3 ,347 ,31 ,28 ,0 ,137 ,0 ,6 ,293 ,143 ,137 ,0 ,364 ,124 ,161 ,2779 ,525 ,364 ,0 ,225 ,0 ,18 ,373 ,243 ,225 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
7/18/17,N,0 ,0 ,0 ,0 ,,0 ,86 ,0 ,0 ,0 ,0 ,,0 ,722 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,379 ,0 ,0 ,0 ,0 ,,0 ,37090 ,0 ,0 ,0 ,0 ,,0 ,37 ,0 ,0 ,0 ,0 ,,0 ,58 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,3190 ,0 ,0 ,0 ,0 ,,0 ,4551 ,0 ,0 ,0 ,0 ,,0 ,250 ,0 ,0 ,0 ,0 ,,0 ,956 ,0 ,0 ,0 ,0 ,,0 ,28 ,0 ,0 ,0 ,0 ,,0 ,137 ,0 ,0 ,0 ,0 ,,0 ,364 ,0 ,0 ,0 ,0 ,,0 ,225 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/19/17,N,0 ,0 ,0 ,0 ,,0 ,86 ,0 ,0 ,0 ,0 ,,0 ,722 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,379 ,0 ,0 ,0 ,0 ,,0 ,37090 ,0 ,0 ,0 ,0 ,,0 ,37 ,0 ,0 ,0 ,0 ,,0 ,58 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,3190 ,0 ,0 ,0 ,0 ,,0 ,4551 ,0 ,0 ,0 ,0 ,,0 ,250 ,0 ,0 ,0 ,0 ,,0 ,956 ,0 ,0 ,0 ,0 ,,0 ,28 ,0 ,0 ,0 ,0 ,,0 ,137 ,0 ,0 ,0 ,0 ,,0 ,364 ,0 ,0 ,0 ,0 ,,0 ,225 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
7/20/17,Y,0 ,25 ,0 ,12 ,86 ,37 ,25 ,0 ,275 ,0 ,167 ,722 ,442 ,275 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,379 ,0 ,0 ,0 ,7627 ,0 ,7955 ,37090 ,15582 ,7627 ,0 ,0 ,0 ,0 ,37 ,0 ,0 ,0 ,0 ,0 ,0 ,58 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,311 ,0 ,20 ,3190 ,331 ,311 ,0 ,1125 ,0 ,550 ,4551 ,1675 ,1125 ,0 ,0 ,0 ,0 ,250 ,0 ,0 ,0 ,133 ,0 ,67 ,956 ,200 ,133 ,0 ,0 ,0 ,0 ,28 ,0 ,0 ,0 ,0 ,0 ,28 ,137 ,28 ,0 ,0 ,27 ,0 ,67 ,364 ,93 ,27 ,0 ,0 ,0 ,0 ,225 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
7/21/17,N,0 ,0 ,0 ,0 ,,0 ,25 ,0 ,0 ,0 ,0 ,,0 ,275 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,7627 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,311 ,0 ,0 ,0 ,0 ,,0 ,1125 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,133 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,27 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
